Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Cebu Pacific,2024-02-13,Manila (MNL),Bacolod (BCD),MNL-BCD,17:45,19:00,1h 15m,0,No info,4400
AirAsia Philippines,2024-02-13,Bacolod (BCD),Puerto Princesa (PPS),BCD-MNL-PPS,19:30,23:45,4h 15m,1,Layover in MNL,6400
Philippine Airlines,2024-02-14,Manila (MNL),Cebu (CEB),MNL-CEB,14:15,15:45,1h 30m,0,In-flight meal,5000
Cebu Pacific,2024-02-14,Tacloban (TAC),Kalibo (KLO),TAC-MNL-KLO,12:30,17:15,4h 45m,1,Layover in MNL,6600
AirAsia Philippines,2024-02-14,Cebu (CEB),Iloilo (ILO),CEB-ILO,18:15,19:00,0h 45m,0,No info,3000
Philippine Airlines,2024-02-15,Caticlan (MPH),General Santos (GES),MPH-CEB-GES,06:30,11:20,4h 50m,1,Layover in CEB,6700
Cebu Pacific,2024-02-15,Manila (MNL),Legazpi (LGP),MNL-LGP,11:00,12:00,1h 00m,0,No info,3800
AirAsia Philippines,2024-02-15,Manila (MNL),General Santos (GES),MNL-GES,15:30,17:20,1h 50m,0,No info,5100
Philippine Airlines,2024-02-16,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,13:25,14:55,1h 30m,0,No info,4200
Cebu Pacific,2024-02-16,Iloilo (ILO),Zamboanga (ZAM),ILO-CEB-ZAM,10:20,14:25,4h 05m,1,Layover in CEB,5900
AirAsia Philippines,2024-02-16,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,12:45,14:15,1h 30m,0,No info,4800
Philippine Airlines,2024-02-17,Davao (DVO),Cebu (CEB),DVO-CEB,16:35,17:50,1h 15m,0,No info,4000
Cebu Pacific,2024-02-17,Manila (MNL),Iloilo (ILO),MNL-ILO,21:15,22:30,1h 15m,0,No info,4500
AirAsia Philippines,2024-02-17,Kalibo (KLO),Davao (DVO),KLO-MNL-DVO,14:30,19:45,5h 15m,1,Layover in MNL,7200
Philippine Airlines,2024-02-18,Manila (MNL),Cebu (CEB),MNL-CEB,07:20,08:50,1h 30m,0,No info,4800
Cebu Pacific,2024-02-18,Davao (DVO),Manila (MNL),DVO-MNL,18:30,20:45,2h 15m,0,No info,5700
AirAsia Philippines,2024-02-18,Manila (MNL),Bacolod (BCD),MNL-BCD,08:15,09:30,1h 15m,0,No info,4400
Philippine Airlines,2024-02-19,Manila (MNL),Kalibo (KLO),MNL-KLO,09:30,10:45,1h 15m,0,No info,4500
Cebu Pacific,2024-02-19,Puerto Princesa (PPS),Cagayan de Oro (CGY),PPS-MNL-CGY,15:45,21:30,5h 45m,1,Layover in MNL,7500
AirAsia Philippines,2024-02-19,Cebu (CEB),Davao (DVO),CEB-DVO,10:25,11:40,1h 15m,0,No info,4000
Philippine Airlines,2024-02-20,Zamboanga (ZAM),Legazpi (LGP),ZAM-MNL-LGP,07:45,14:00,6h 15m,1,Layover in MNL,7700
Cebu Pacific,2024-02-20,Manila (MNL),Iloilo (ILO),MNL-ILO,08:30,09:45,1h 15m,0,No info,4500
AirAsia Philippines,2024-02-20,Manila (MNL),Legazpi (LGP),MNL-LGP,13:30,14:30,1h 00m,0,No info,3800
Philippine Airlines,2024-02-21,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,13:05,13:50,0h 45m,0,No info,3400
Cebu Pacific,2024-02-21,Manila (MNL),General Santos (GES),MNL-GES,11:45,13:35,1h 50m,0,No info,5100
AirAsia Philippines,2024-02-21,Manila (MNL),Cebu (CEB),MNL-CEB,16:15,17:45,1h 30m,0,In-flight meal,5000
Philippine Airlines,2024-02-22,Cebu (CEB),Iloilo (ILO),CEB-ILO,15:25,16:10,0h 45m,0,No info,3000
Cebu Pacific,2024-02-22,Tacloban (TAC),Bacolod (BCD),TAC-CEB-BCD,17:30,21:10,3h 40m,1,Layover in CEB,5500
AirAsia Philippines,2024-02-22,Manila (MNL),Caticlan (MPH),MNL-MPH,12:15,13:25,1h 10m,0,No info,4400
Philippine Airlines,2024-02-23,General Santos (GES),Kalibo (KLO),GES-CEB-KLO,20:30,01:45,5h 15m,1,Red-eye flight,7200
Cebu Pacific,2024-02-23,Davao (DVO),Manila (MNL),DVO-MNL,21:30,23:45,2h 15m,0,No info,5800
AirAsia Philippines,2024-02-23,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,12:30,14:00,1h 30m,0,No info,4700
Philippine Airlines,2024-02-24,Manila (MNL),Cebu (CEB),MNL-CEB,11:20,12:50,1h 30m,0,No info,4900
Cebu Pacific,2024-02-24,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,19:30,00:45,5h 15m,1,Red-eye flight,6900
AirAsia Philippines,2024-02-24,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,11:15,12:45,1h 30m,0,No info,4100
Philippine Airlines,2024-02-25,Davao (DVO),Cebu (CEB),DVO-CEB,17:15,18:30,1h 15m,0,In-flight meal,4200
Cebu Pacific,2024-02-25,Cagayan de Oro (CGY),Iloilo (ILO),CGY-CEB-ILO,14:30,18:05,3h 35m,1,Layover in CEB,5700
AirAsia Philippines,2024-02-25,Manila (MNL),Davao (DVO),MNL-DVO,15:30,17:45,2h 15m,0,No info,5700
Philippine Airlines,2024-02-26,Manila (MNL),Legazpi (LGP),MNL-LGP,09:30,10:30,1h 00m,0,No info,3900
Cebu Pacific,2024-02-26,Bacolod (BCD),General Santos (GES),BCD-CEB-GES,12:15,17:05,4h 50m,1,Layover in CEB,6500
AirAsia Philippines,2024-02-26,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,12:45,14:15,1h 30m,0,No info,4800
Philippine Airlines,2024-02-27,Manila (MNL),Cebu (CEB),MNL-CEB,20:00,21:30,1h 30m,0,In-flight meal,5000
Cebu Pacific,2024-02-27,Manila (MNL),Tacloban (TAC),MNL-TAC,10:00,11:20,1h 20m,0,No info,4300
AirAsia Philippines,2024-02-27,Zamboanga (ZAM),Caticlan (MPH),ZAM-MNL-MPH,14:30,20:45,6h 15m,1,Layover in MNL,7400
Philippine Airlines,2024-02-28,Davao (DVO),Manila (MNL),DVO-MNL,20:00,22:15,2h 15m,0,No info,5700
Cebu Pacific,2024-02-28,Manila (MNL),Bacolod (BCD),MNL-BCD,17:00,18:15,1h 15m,0,No info,4400
AirAsia Philippines,2024-02-28,Cebu (CEB),Iloilo (ILO),CEB-ILO,18:45,19:30,0h 45m,0,No info,3000
Philippine Airlines,2024-02-29,Puerto Princesa (PPS),Tacloban (TAC),PPS-CEB-TAC,10:00,14:15,4h 15m,1,Layover in CEB,6200
Cebu Pacific,2024-02-29,Manila (MNL),Kalibo (KLO),MNL-KLO,08:00,09:15,1h 15m,0,No info,4500
AirAsia Philippines,2024-02-29,Manila (MNL),Davao (DVO),MNL-DVO,06:15,08:30,2h 15m,0,No info,5600
Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Philippine Airlines,2024-03-01,Manila (MNL),Cebu (CEB),MNL-CEB,06:45,08:15,1h 30m,0,No info,5200
Cebu Pacific,2024-03-01,Manila (MNL),Davao (DVO),MNL-DVO,05:30,07:45,2h 15m,0,No info,5900
AirAsia Philippines,2024-03-01,Manila (MNL),Iloilo (ILO),MNL-ILO,16:15,17:30,1h 15m,0,No info,4900
Philippine Airlines,2024-03-02,Bacolod (BCD),Zamboanga (ZAM),BCD-CEB-ZAM,07:45,11:40,3h 55m,1,Layover in CEB,6400
Cebu Pacific,2024-03-02,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,11:30,13:00,1h 30m,0,No info,5000
AirAsia Philippines,2024-03-02,Manila (MNL),Kalibo (KLO),MNL-KLO,07:30,08:45,1h 15m,0,No info,4800
Philippine Airlines,2024-03-03,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,08:30,12:45,4h 15m,1,Layover in MNL,7200
Cebu Pacific,2024-03-03,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,10:45,14:00,3h 15m,1,Layover in CEB,5600
AirAsia Philippines,2024-03-03,Cagayan de Oro (CGY),Puerto Princesa (PPS),CGY-MNL-PPS,15:30,20:45,5h 15m,1,Layover in MNL,6500
Philippine Airlines,2024-03-04,Manila (MNL),Legazpi (LGP),MNL-LGP,14:25,15:25,1h 00m,0,No info,4200
Cebu Pacific,2024-03-04,Manila (MNL),Tacloban (TAC),MNL-TAC,18:00,19:20,1h 20m,0,No info,4500
AirAsia Philippines,2024-03-04,Manila (MNL),Caticlan (MPH),MNL-MPH,08:15,09:25,1h 10m,0,No info,4600
Philippine Airlines,2024-03-05,Bacolod (BCD),General Santos (GES),BCD-CEB-GES,10:15,14:05,3h 50m,1,Layover in CEB,6200
Cebu Pacific,2024-03-05,Tacloban (TAC),Davao (DVO),TAC-CEB-DVO,08:45,12:30,3h 45m,1,Layover in CEB,5500
AirAsia Philippines,2024-03-05,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,13:00,14:30,1h 30m,0,No info,5100
Philippine Airlines,2024-03-06,Manila (MNL),Cebu (CEB),MNL-CEB,21:00,22:30,1h 30m,0,In-flight meal,5300
Cebu Pacific,2024-03-06,Davao (DVO),Cebu (CEB),DVO-CEB,09:05,10:20,1h 15m,0,No info,4200
AirAsia Philippines,2024-03-06,Kalibo (KLO),Zamboanga (ZAM),KLO-MNL-ZAM,17:30,23:45,6h 15m,1,Layover in MNL,7600
Philippine Airlines,2024-03-07,Manila (MNL),Davao (DVO),MNL-DVO,07:15,09:30,2h 15m,0,No info,6000
Cebu Pacific,2024-03-07,Manila (MNL),Iloilo (ILO),MNL-ILO,15:05,16:20,1h 15m,0,No info,4800
AirAsia Philippines,2024-03-07,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,13:10,14:40,1h 30m,0,No info,4400
Philippine Airlines,2024-03-08,Iloilo (ILO),Legazpi (LGP),ILO-MNL-LGP,11:10,15:05,3h 55m,1,Layover in MNL,6300
Cebu Pacific,2024-03-08,General Santos (GES),Bacolod (BCD),GES-CEB-BCD,16:15,20:50,4h 35m,1,Layover in CEB,6600
AirAsia Philippines,2024-03-08,Manila (MNL),Kalibo (KLO),MNL-KLO,20:15,21:30,1h 15m,0,No info,4800
Philippine Airlines,2024-03-09,Manila (MNL),Cebu (CEB),MNL-CEB,13:10,14:40,1h 30m,0,No info,5100
Cebu Pacific,2024-03-09,Puerto Princesa (PPS),Tacloban (TAC),PPS-CEB-TAC,11:45,16:00,4h 15m,1,Layover in CEB,6500
AirAsia Philippines,2024-03-09,Manila (MNL),Legazpi (LGP),MNL-LGP,10:00,11:00,1h 00m,0,No info,4100
Philippine Airlines,2024-03-10,Zamboanga (ZAM),Caticlan (MPH),ZAM-MNL-MPH,09:15,15:30,6h 15m,1,Layover in MNL,7300
Cebu Pacific,2024-03-10,Cebu (CEB),Iloilo (ILO),CEB-ILO,16:30,17:15,0h 45m,0,No info,3200
AirAsia Philippines,2024-03-10,Manila (MNL),Tacloban (TAC),MNL-TAC,13:15,14:35,1h 20m,0,No info,4500
Philippine Airlines,2024-03-11,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,15:30,16:15,0h 45m,0,No info,3600
Cebu Pacific,2024-03-11,Manila (MNL),General Santos (GES),MNL-GES,12:05,13:55,1h 50m,0,No info,5400
AirAsia Philippines,2024-03-11,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,22:15,02:30,4h 15m,1,Red-eye flight,7100
Philippine Airlines,2024-03-12,Cebu (CEB),Davao (DVO),CEB-DVO,08:00,09:15,1h 15m,0,In-flight meal,4400
Cebu Pacific,2024-03-12,Manila (MNL),Iloilo (ILO),MNL-ILO,09:45,11:00,1h 15m,0,No info,4800
AirAsia Philippines,2024-03-12,Manila (MNL),Caticlan (MPH),MNL-MPH,09:15,10:25,1h 10m,0,No info,4700
Philippine Airlines,2024-03-13,Davao (DVO),Manila (MNL),DVO-MNL,21:00,23:15,2h 15m,0,No info,6000
Cebu Pacific,2024-03-13,Manila (MNL),Bacolod (BCD),MNL-BCD,18:30,19:45,1h 15m,0,No info,4700
AirAsia Philippines,2024-03-13,Bacolod (BCD),Puerto Princesa (PPS),BCD-MNL-PPS,20:15,00:30,4h 15m,1,Layover in MNL,6700
Philippine Airlines,2024-03-14,Manila (MNL),Cebu (CEB),MNL-CEB,15:10,16:40,1h 30m,0,In-flight meal,5300
Cebu Pacific,2024-03-14,Tacloban (TAC),Kalibo (KLO),TAC-MNL-KLO,13:15,18:00,4h 45m,1,Layover in MNL,6900
AirAsia Philippines,2024-03-14,Cebu (CEB),Iloilo (ILO),CEB-ILO,19:00,19:45,0h 45m,0,No info,3200
Philippine Airlines,2024-03-15,Caticlan (MPH),General Santos (GES),MPH-CEB-GES,07:15,12:05,4h 50m,1,Layover in CEB,7000
Cebu Pacific,2024-03-15,Manila (MNL),Legazpi (LGP),MNL-LGP,11:45,12:45,1h 00m,0,No info,4100
AirAsia Philippines,2024-03-15,Manila (MNL),General Santos (GES),MNL-GES,16:15,18:05,1h 50m,0,No info,5400
Philippine Airlines,2024-03-16,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,14:10,15:40,1h 30m,0,No info,4500
Cebu Pacific,2024-03-16,Iloilo (ILO),Zamboanga (ZAM),ILO-CEB-ZAM,11:05,15:10,4h 05m,1,Layover in CEB,6200
AirAsia Philippines,2024-03-16,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,13:30,15:00,1h 30m,0,No info,5100
Philippine Airlines,2024-03-17,Davao (DVO),Cebu (CEB),DVO-CEB,17:20,18:35,1h 15m,0,No info,4300
Cebu Pacific,2024-03-17,Manila (MNL),Iloilo (ILO),MNL-ILO,22:00,23:15,1h 15m,0,No info,4800
AirAsia Philippines,2024-03-17,Kalibo (KLO),Davao (DVO),KLO-MNL-DVO,15:15,20:30,5h 15m,1,Layover in MNL,7500
Philippine Airlines,2024-03-18,Manila (MNL),Cebu (CEB),MNL-CEB,08:05,09:35,1h 30m,0,No info,5100
Cebu Pacific,2024-03-18,Davao (DVO),Manila (MNL),DVO-MNL,19:15,21:30,2h 15m,0,No info,6000
AirAsia Philippines,2024-03-18,Manila (MNL),Bacolod (BCD),MNL-BCD,09:00,10:15,1h 15m,0,No info,4700
Philippine Airlines,2024-03-19,Manila (MNL),Kalibo (KLO),MNL-KLO,10:15,11:30,1h 15m,0,No info,4800
Cebu Pacific,2024-03-19,Puerto Princesa (PPS),Cagayan de Oro (CGY),PPS-MNL-CGY,16:30,22:15,5h 45m,1,Layover in MNL,7800
AirAsia Philippines,2024-03-19,Cebu (CEB),Davao (DVO),CEB-DVO,11:10,12:25,1h 15m,0,No info,4300
Philippine Airlines,2024-03-20,Zamboanga (ZAM),Legazpi (LGP),ZAM-MNL-LGP,08:30,14:45,6h 15m,1,Layover in MNL,8000
Cebu Pacific,2024-03-20,Manila (MNL),Iloilo (ILO),MNL-ILO,09:15,10:30,1h 15m,0,No info,4800
AirAsia Philippines,2024-03-20,Manila (MNL),Legazpi (LGP),MNL-LGP,14:15,15:15,1h 00m,0,No info,4100
Philippine Airlines,2024-03-21,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,14:00,14:45,0h 45m,0,No info,3600
Cebu Pacific,2024-03-21,Manila (MNL),General Santos (GES),MNL-GES,12:30,14:20,1h 50m,0,No info,5400
AirAsia Philippines,2024-03-21,Manila (MNL),Cebu (CEB),MNL-CEB,17:10,18:40,1h 30m,0,In-flight meal,5300
Philippine Airlines,2024-03-22,Cebu (CEB),Iloilo (ILO),CEB-ILO,16:10,16:55,0h 45m,0,No info,3200
Cebu Pacific,2024-03-22,Tacloban (TAC),Bacolod (BCD),TAC-CEB-BCD,18:15,21:55,3h 40m,1,Layover in CEB,5800
AirAsia Philippines,2024-03-22,Manila (MNL),Caticlan (MPH),MNL-MPH,13:00,14:10,1h 10m,0,No info,4700
Philippine Airlines,2024-03-23,General Santos (GES),Kalibo (KLO),GES-CEB-KLO,21:15,02:30,5h 15m,1,Red-eye flight,7500
Cebu Pacific,2024-03-23,Davao (DVO),Manila (MNL),DVO-MNL,22:15,00:30,2h 15m,0,No info,6100
AirAsia Philippines,2024-03-23,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,13:15,14:45,1h 30m,0,No info,5000
Philippine Airlines,2024-03-24,Manila (MNL),Cebu (CEB),MNL-CEB,12:05,13:35,1h 30m,0,No info,5200
Cebu Pacific,2024-03-24,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,20:15,01:30,5h 15m,1,Red-eye flight,7200
AirAsia Philippines,2024-03-24,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,12:00,13:30,1h 30m,0,No info,4400
Philippine Airlines,2024-03-25,Davao (DVO),Cebu (CEB),DVO-CEB,18:00,19:15,1h 15m,0,In-flight meal,4500
Cebu Pacific,2024-03-25,Cagayan de Oro (CGY),Iloilo (ILO),CGY-CEB-ILO,15:15,18:50,3h 35m,1,Layover in CEB,6000
AirAsia Philippines,2024-03-25,Manila (MNL),Davao (DVO),MNL-DVO,16:15,18:30,2h 15m,0,No info,6000
Philippine Airlines,2024-03-26,Manila (MNL),Legazpi (LGP),MNL-LGP,10:15,11:15,1h 00m,0,No info,4200
Cebu Pacific,2024-03-26,Bacolod (BCD),General Santos (GES),BCD-CEB-GES,13:00,17:50,4h 50m,1,Layover in CEB,6800
AirAsia Philippines,2024-03-26,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,13:30,15:00,1h 30m,0,No info,5100
Philippine Airlines,2024-03-27,Manila (MNL),Cebu (CEB),MNL-CEB,21:15,22:45,1h 30m,0,In-flight meal,5400
Cebu Pacific,2024-03-27,Manila (MNL),Tacloban (TAC),MNL-TAC,11:15,12:35,1h 20m,0,No info,4700
AirAsia Philippines,2024-03-27,Zamboanga (ZAM),Caticlan (MPH),ZAM-MNL-MPH,15:15,21:30,6h 15m,1,Layover in MNL,7700
Philippine Airlines,2024-03-28,Davao (DVO),Manila (MNL),DVO-MNL,20:45,23:00,2h 15m,0,No info,6100
Cebu Pacific,2024-03-28,Manila (MNL),Bacolod (BCD),MNL-BCD,17:45,19:00,1h 15m,0,No info,4800
AirAsia Philippines,2024-03-28,Cebu (CEB),Iloilo (ILO),CEB-ILO,19:30,20:15,0h 45m,0,No info,3200
Philippine Airlines,2024-03-29,Puerto Princesa (PPS),Tacloban (TAC),PPS-CEB-TAC,10:45,15:00,4h 15m,1,Layover in CEB,6500
Cebu Pacific,2024-03-29,Manila (MNL),Kalibo (KLO),MNL-KLO,08:45,10:00,1h 15m,0,No info,4800
AirAsia Philippines,2024-03-29,Manila (MNL),Davao (DVO),MNL-DVO,06:45,09:00,2h 15m,0,No info,5900
Philippine Airlines,2024-03-30,Manila (MNL),Cebu (CEB),MNL-CEB,14:00,15:30,1h 30m,0,In-flight meal,5400
Cebu Pacific,2024-03-30,Davao (DVO),Cebu (CEB),DVO-CEB,10:30,11:45,1h 15m,0,No info,4300
AirAsia Philippines,2024-03-30,Manila (MNL),Clark (CRK),MNL-CRK,16:15,17:00,0h 45m,0,No info,3900
Philippine Airlines,2024-03-31,Manila (MNL),Davao (DVO),MNL-DVO,18:30,20:45,2h 15m,0,Easter holiday,6200
Cebu Pacific,2024-03-31,Manila (MNL),Iloilo (ILO),MNL-ILO,14:45,16:00,1h 15m,0,Easter holiday,5000
AirAsia Philippines,2024-03-31,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,12:30,14:00,1h 30m,0,Easter holiday,4700
Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Philippine Airlines,2024-04-01,Manila (MNL),Cebu (CEB),MNL-CEB,07:00,08:30,1h 30m,0,No info,5500
Cebu Pacific,2024-04-01,Manila (MNL),Davao (DVO),MNL-DVO,05:45,08:00,2h 15m,0,No info,6200
AirAsia Philippines,2024-04-01,Manila (MNL),Iloilo (ILO),MNL-ILO,16:30,17:45,1h 15m,0,No info,5200
Philippine Airlines,2024-04-02,Bacolod (BCD),Zamboanga (ZAM),BCD-CEB-ZAM,08:30,12:25,3h 55m,1,Layover in CEB,6700
Cebu Pacific,2024-04-02,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,12:15,13:45,1h 30m,0,No info,5300
AirAsia Philippines,2024-04-02,Manila (MNL),Kalibo (KLO),MNL-KLO,08:00,09:15,1h 15m,0,No info,5100
Philippine Airlines,2024-04-03,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,09:15,13:30,4h 15m,1,Layover in MNL,7500
Cebu Pacific,2024-04-03,Zamboanga (ZAM),Iloilo (ILO),ZAM-CEB-ILO,11:30,14:45,3h 15m,1,Layover in CEB,5900
AirAsia Philippines,2024-04-03,Cagayan de Oro (CGY),Puerto Princesa (PPS),CGY-MNL-PPS,16:15,21:30,5h 15m,1,Layover in MNL,6800
Philippine Airlines,2024-04-04,Manila (MNL),Legazpi (LGP),MNL-LGP,15:10,16:10,1h 00m,0,No info,4500
Cebu Pacific,2024-04-04,Manila (MNL),Tacloban (TAC),MNL-TAC,18:45,20:05,1h 20m,0,No info,4800
AirAsia Philippines,2024-04-04,Manila (MNL),Caticlan (MPH),MNL-MPH,09:00,10:10,1h 10m,0,No info,4900
Philippine Airlines,2024-04-05,Bacolod (BCD),General Santos (GES),BCD-CEB-GES,11:00,14:50,3h 50m,1,Layover in CEB,6500
Cebu Pacific,2024-04-05,Tacloban (TAC),Davao (DVO),TAC-CEB-DVO,09:30,13:15,3h 45m,1,Layover in CEB,5800
AirAsia Philippines,2024-04-05,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,13:45,15:15,1h 30m,0,No info,5400
Philippine Airlines,2024-04-06,Manila (MNL),Cebu (CEB),MNL-CEB,21:45,23:15,1h 30m,0,In-flight meal,5600
Cebu Pacific,2024-04-06,Davao (DVO),Cebu (CEB),DVO-CEB,09:45,11:00,1h 15m,0,No info,4500
AirAsia Philippines,2024-04-06,Kalibo (KLO),Zamboanga (ZAM),KLO-MNL-ZAM,18:15,00:30,6h 15m,1,Layover in MNL,7900
Philippine Airlines,2024-04-07,Manila (MNL),Davao (DVO),MNL-DVO,07:45,10:00,2h 15m,0,No info,6300
Cebu Pacific,2024-04-07,Manila (MNL),Iloilo (ILO),MNL-ILO,15:50,17:05,1h 15m,0,No info,5100
AirAsia Philippines,2024-04-07,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,14:00,15:30,1h 30m,0,No info,4700
Philippine Airlines,2024-04-08,Iloilo (ILO),Legazpi (LGP),ILO-MNL-LGP,11:45,15:40,3h 55m,1,Layover in MNL,6600
Cebu Pacific,2024-04-08,General Santos (GES),Bacolod (BCD),GES-CEB-BCD,17:00,21:35,4h 35m,1,Layover in CEB,6900
AirAsia Philippines,2024-04-08,Manila (MNL),Kalibo (KLO),MNL-KLO,20:45,22:00,1h 15m,0,No info,5100
Philippine Airlines,2024-04-09,Manila (MNL),Cebu (CEB),MNL-CEB,13:45,15:15,1h 30m,0,No info,5400
Cebu Pacific,2024-04-09,Puerto Princesa (PPS),Tacloban (TAC),PPS-CEB-TAC,12:30,16:45,4h 15m,1,Layover in CEB,6800
AirAsia Philippines,2024-04-09,Manila (MNL),Legazpi (LGP),MNL-LGP,10:45,11:45,1h 00m,0,No info,4400
Philippine Airlines,2024-04-10,Zamboanga (ZAM),Caticlan (MPH),ZAM-MNL-MPH,09:45,16:00,6h 15m,1,Layover in MNL,7600
Cebu Pacific,2024-04-10,Cebu (CEB),Iloilo (ILO),CEB-ILO,17:15,18:00,0h 45m,0,No info,3500
AirAsia Philippines,2024-04-10,Manila (MNL),Tacloban (TAC),MNL-TAC,14:00,15:20,1h 20m,0,No info,4800
Philippine Airlines,2024-04-11,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,16:15,17:00,0h 45m,0,No info,3900
Cebu Pacific,2024-04-11,Manila (MNL),General Santos (GES),MNL-GES,12:40,14:30,1h 50m,0,No info,5700
AirAsia Philippines,2024-04-11,Legazpi (LGP),Davao (DVO),LGP-MNL-DVO,22:45,03:00,4h 15m,1,Red-eye flight,7400
Philippine Airlines,2024-04-12,Cebu (CEB),Davao (DVO),CEB-DVO,08:45,10:00,1h 15m,0,In-flight meal,4700
Cebu Pacific,2024-04-12,Manila (MNL),Iloilo (ILO),MNL-ILO,10:30,11:45,1h 15m,0,No info,5100
AirAsia Philippines,2024-04-12,Manila (MNL),Caticlan (MPH),MNL-MPH,09:45,10:55,1h 10m,0,No info,5000
Philippine Airlines,2024-04-13,Davao (DVO),Manila (MNL),DVO-MNL,21:45,00:00,2h 15m,0,No info,6300
Cebu Pacific,2024-04-13,Manila (MNL),Bacolod (BCD),MNL-BCD,19:15,20:30,1h 15m,0,No info,5000
AirAsia Philippines,2024-04-13,Bacolod (BCD),Puerto Princesa (PPS),BCD-MNL-PPS,20:45,01:00,4h 15m,1,Layover in MNL,7000
Philippine Airlines,2024-04-14,Manila (MNL),Cebu (CEB),MNL-CEB,15:45,17:15,1h 30m,0,In-flight meal,5600
Cebu Pacific,2024-04-14,Tacloban (TAC),Kalibo (KLO),TAC-MNL-KLO,13:45,18:30,4h 45m,1,Layover in MNL,7200
AirAsia Philippines,2024-04-14,Cebu (CEB),Iloilo (ILO),CEB-ILO,19:45,20:30,0h 45m,0,No info,3500
Philippine Airlines,2024-04-15,Caticlan (MPH),General Santos (GES),MPH-CEB-GES,07:45,12:35,4h 50m,1,Layover in CEB,7300
Cebu Pacific,2024-04-15,Manila (MNL),Legazpi (LGP),MNL-LGP,12:30,13:30,1h 00m,0,No info,4400
AirAsia Philippines,2024-04-15,Manila (MNL),General Santos (GES),MNL-GES,16:45,18:35,1h 50m,0,No info,5700
Philippine Airlines,2024-04-16,Cebu (CEB),Puerto Princesa (PPS),CEB-PPS,14:55,16:25,1h 30m,0,No info,4800
Cebu Pacific,2024-04-16,Iloilo (ILO),Zamboanga (ZAM),ILO-CEB-ZAM,11:40,15:45,4h 05m,1,Layover in CEB,6500
AirAsia Philippines,2024-04-16,Manila (MNL),Cagayan de Oro (CGY),MNL-CGY,14:15,15:45,1h 30m,0,No info,5400
Philippine Airlines,2024-04-17,Davao (DVO),Cebu (CEB),DVO-CEB,17:55,19:10,1h 15m,0,No info,4600
Cebu Pacific,2024-04-17,Manila (MNL),Iloilo (ILO),MNL-ILO,22:45,00:00,1h 15m,0,No info,5100
AirAsia Philippines,2024-04-17,Kalibo (KLO),Davao (DVO),KLO-MNL-DVO,15:45,21:00,5h 15m,1,Layover in MNL,7800
Philippine Airlines,2024-04-18,Manila (MNL),Cebu (CEB),MNL-CEB,08:40,10:10,1h 30m,0,No info,5400
Cebu Pacific,2024-04-18,Davao (DVO),Manila (MNL),DVO-MNL,19:45,22:00,2h 15m,0,No info,6300
AirAsia Philippines,2024-04-18,Manila (MNL),Bacolod (BCD),MNL-BCD,09:30,10:45,1h 15m,0,No info,5000
Philippine Airlines,2024-04-19,Manila (MNL),Kalibo (KLO),MNL-KLO,10:45,12:00,1h 15m,0,No info,5100
Cebu Pacific,2024-04-19,Puerto Princesa (PPS),Cagayan de Oro (CGY),PPS-MNL-CGY,17:15,23:00,5h 45m,1,Layover in MNL,8100
AirAsia Philippines,2024-04-19,Cebu (CEB),Davao (DVO),CEB-DVO,11:45,13:00,1h 15m,0,No info,4600
Philippine Airlines,2024-04-20,Zamboanga (ZAM),Legazpi (LGP),ZAM-MNL-LGP,09:15,15:30,6h 15m,1,Layover in MNL,8300
Cebu Pacific,2024-04-20,Manila (MNL),Iloilo (ILO),MNL-ILO,09:45,11:00,1h 15m,0,No info,5100
